Date,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Tair,RH,Windspeed,Winddirection,Srad,Latitude,Longitude,Sat_SM_SMAP,Sat_SM_AMSR
2015-01-21,0.0,0.148,0.197,0.17,0.172,11.32,11.12,11.32,12.46,8.78,88.8,2.344,95.4,124.67,30.3989,-98.6105,,
2015-01-22,1.27,0.23,0.26,0.219,0.171,7.71,8.78,9.71,11.96,5.239,98.5,3.667,38.19,58.79,30.3989,-98.6105,,
2015-01-23,0.25,0.212,0.244,0.214,0.217,4.76,5.49,6.57,10.48,2.434,93.2,2.7,2.83,205.43,30.3989,-98.6105,,
2015-01-24,0.0,0.19,0.225,0.197,0.214,7.91,5.63,5.44,9.44,10.56,42.95,1.839,352.0,674.45,30.3989,-98.6105,,
2015-01-25,0.0,0.177,0.218,0.189,0.208,11.0,8.69,7.96,9.95,14.93,41.17,2.954,15.49,656.02,30.3989,-98.6105,,
2015-01-26,0.0,0.168,0.212,0.183,0.203,11.42,9.05,8.42,10.54,18.65,23.97,2.401,357.1,515.22,30.3989,-98.6105,,
2015-01-27,0.0,0.165,0.209,0.18,0.198,14.59,11.06,9.83,11.08,21.45,25.39,1.53,10.34,670.97,30.3989,-98.6105,,
2015-01-28,0.0,0.162,0.207,0.178,0.195,16.53,12.98,11.68,12.24,22.99,26.57,3.129,208.2,664.37,30.3989,-98.6105,,
2015-01-29,0.0,0.158,0.206,0.177,0.193,18.3,15.07,13.8,13.38,20.81,37.33,0.938,13.74,650.11,30.3989,-98.6105,,
2015-01-30,0.0,0.152,0.201,0.174,0.191,13.74,12.9,13.19,14.25,10.08,51.28,2.225,78.61,565.98,30.3989,-98.6105,,
2015-01-31,0.25,0.149,0.198,0.172,0.187,11.75,12.15,12.68,14.01,9.84,97.7,3.194,168.5,84.86,30.3989,-98.6105,,
2015-02-01,0.0,0.185,0.217,0.18,0.185,17.17,14.89,13.71,13.67,17.83,74.6,3.669,0.79,512.79,30.3989,-98.6105,,
2015-02-02,0.0,0.165,0.204,0.174,0.183,7.97,7.56,8.38,13.14,3.423,43.11,1.927,22.38,565.63,30.3989,-98.6105,,
2015-02-03,0.0,0.158,0.201,0.171,0.181,7.27,7.82,8.71,12.16,5.995,66.21,1.645,206.7,105.2,30.3989,-98.6105,,
2015-02-04,0.0,0.162,0.201,0.17,0.18,10.68,9.44,9.29,11.52,9.67,80.2,1.894,231.4,295.85,30.3989,-98.6105,,
2015-02-05,0.0,0.156,0.197,0.169,0.179,6.0,7.24,8.56,11.93,0.813,86.7,2.206,14.33,169.0,30.3989,-98.6105,,
2015-02-06,0.0,0.156,0.197,0.167,0.177,10.11,8.25,8.15,10.96,9.58,69.3,2.18,221.0,615.0,30.3989,-98.6105,,
2015-02-07,0.0,0.155,0.198,0.167,0.176,13.72,10.67,9.73,11.53,14.48,58.44,3.599,209.6,723.12,30.3989,-98.6105,,
2015-02-08,0.0,0.154,0.199,0.168,0.176,17.69,14.14,12.72,12.68,22.34,40.01,2.171,232.5,709.91,30.3989,-98.6105,,
2015-02-09,0.0,0.149,0.196,0.166,0.176,18.34,14.7,13.38,13.96,22.52,29.14,1.503,52.33,723.12,30.3989,-98.6105,,
2015-02-10,0.0,0.144,0.194,0.165,0.175,18.65,15.5,14.36,14.78,21.91,31.61,3.238,202.8,731.81,30.3989,-98.6105,,
2015-02-11,0.0,0.139,0.192,0.164,0.174,18.56,16.26,15.31,15.52,19.95,30.23,3.417,180.7,632.04,30.3989,-98.6105,,
2015-02-12,0.0,0.134,0.187,0.161,0.173,14.54,13.84,14.21,15.89,9.55,38.44,2.863,31.1,572.24,30.3989,-98.6105,,
2015-02-13,0.0,0.132,0.185,0.159,0.171,15.98,13.35,12.77,15.16,16.42,39.92,2.531,232.7,696.7,30.3989,-98.6105,,
2015-02-14,0.0,0.13,0.184,0.159,0.17,18.27,15.02,13.92,15.23,21.39,39.8,1.367,97.1,720.34,30.3989,-98.6105,,
2015-02-15,0.0,0.125,0.182,0.159,0.17,16.94,15.99,15.79,16.11,17.48,71.7,2.726,215.0,280.91,30.3989,-98.6105,,
2015-02-16,0.0,0.121,0.178,0.157,0.169,10.35,12.23,13.96,16.19,0.381,79.24,4.175,12.08,359.13,30.3989,-98.6105,,
2015-02-17,0.0,0.12,0.175,0.154,0.167,8.49,9.21,10.36,14.49,2.734,63.51,2.58,10.8,222.43,30.3989,-98.6105,,
2015-02-18,0.0,0.121,0.175,0.153,0.165,13.61,10.52,9.66,13.41,13.49,29.19,2.436,204.9,779.09,30.3989,-98.6105,,
2015-02-19,0.0,0.119,0.174,0.153,0.165,15.18,12.48,11.59,13.75,15.3,48.01,3.924,208.1,773.88,30.3989,-98.6105,,
2015-02-20,0.0,0.116,0.174,0.153,0.164,17.45,15.1,14.27,14.58,17.0,67.33,5.494,216.1,702.26,30.3989,-98.6105,,
2015-02-21,0.0,0.114,0.173,0.153,0.164,18.38,17.03,16.29,15.68,17.37,70.27,2.734,352.6,294.12,30.3989,-98.6105,,
2015-02-22,0.0,0.11,0.169,0.151,0.164,14.46,14.88,15.39,16.28,10.37,96.3,1.66,76.26,93.59,30.3989,-98.6105,,
2015-02-23,0.0,0.111,0.161,0.147,0.162,3.92,6.55,8.83,14.53,-3.137,96.2,2.248,27.58,114.17,30.3989,-98.6105,,
2015-02-24,0.0,0.118,0.16,0.145,0.16,3.35,4.36,5.88,11.87,-2.293,96.4,1.262,5.78,217.84,30.3989,-98.6105,,
2015-02-25,0.0,0.134,0.164,0.146,0.159,10.59,8.04,7.33,10.83,8.92,47.76,4.539,356.3,806.21,30.3989,-98.6105,,
2015-02-26,0.0,0.127,0.165,0.147,0.159,9.61,9.34,9.11,11.71,3.729,83.0,3.243,52.16,146.47,30.3989,-98.6105,,
2015-02-27,0.0,0.121,0.161,0.145,0.158,4.48,5.5,6.63,10.95,-1.956,80.9,2.133,80.6,96.75,30.3989,-98.6105,,
2015-02-28,0.0,0.122,0.16,0.144,0.157,2.01,3.38,4.66,9.61,-2.259,98.2,1.03,42.72,84.58,30.3989,-98.6105,,
2015-03-01,1.02,0.167,0.167,0.144,0.156,4.78,4.57,5.02,8.83,1.811,99.9,1.176,31.24,130.89,30.3989,-98.6105,,
2015-03-02,0.0,0.167,0.189,0.145,0.156,5.55,5.35,5.8,8.95,2.477,100.0,1.651,21.61,157.97,30.3989,-98.6105,,
2015-03-03,0.0,0.173,0.199,0.149,0.155,11.38,8.7,7.75,9.17,13.76,98.1,2.425,199.3,286.12,30.3989,-98.6105,,
2015-03-04,0.0,0.176,0.204,0.157,0.156,14.61,13.32,12.51,11.22,16.14,99.2,0.516,1.92,65.08,30.3989,-98.6105,,
2015-03-05,3.56,0.188,0.226,0.202,0.16,7.25,5.69,6.12,10.62,-0.103,72.05,0.0,0.0,809.34,30.3989,-98.6105,,
2015-03-06,0.0,0.176,0.214,0.189,0.178,9.84,6.29,5.71,9.72,6.779,35.51,1.605,95.8,870.53,30.3989,-98.6105,,
2015-03-07,0.0,0.167,0.21,0.184,0.179,11.93,9.17,8.57,10.34,12.26,36.98,1.845,122.0,704.7,30.3989,-98.6105,,
2015-03-08,0.25,0.174,0.209,0.182,0.178,11.07,10.48,10.39,11.27,10.82,95.0,2.715,200.4,135.93,30.3989,-98.6105,,
2015-03-09,0.0,0.21,0.246,0.212,0.178,11.33,11.1,11.1,11.69,9.55,99.5,0.417,53.83,80.34,30.3989,-98.6105,,
2015-03-10,0.0,0.188,0.228,0.201,0.196,12.32,11.58,11.33,11.91,11.54,80.3,2.417,20.98,205.64,30.3989,-98.6105,,
2015-03-11,0.0,0.181,0.22,0.193,0.196,11.38,10.81,10.83,12.13,11.03,81.6,2.245,35.3,190.24,30.3989,-98.6105,,
2015-03-12,0.0,0.178,0.217,0.188,0.194,16.87,12.4,10.86,12.05,16.1,64.19,2.716,7.37,862.53,30.3989,-98.6105,,
2015-03-13,0.0,0.167,0.213,0.184,0.192,18.87,14.88,12.94,13.07,19.07,44.98,2.573,16.83,602.83,30.3989,-98.6105,,
2015-03-14,0.0,0.161,0.209,0.181,0.191,21.03,16.49,14.52,14.16,19.28,42.11,3.122,17.8,859.06,30.3989,-98.6105,,
2015-03-15,0.0,0.154,0.205,0.178,0.189,19.96,15.98,14.7,15.11,17.08,56.49,2.671,26.9,828.46,30.3989,-98.6105,,
2015-03-16,0.0,0.151,0.203,0.176,0.187,21.23,17.47,15.74,15.57,20.75,47.79,1.832,130.6,495.41,30.3989,-98.6105,,
2015-03-17,0.0,0.146,0.201,0.175,0.185,19.31,17.84,17.14,16.29,18.54,84.8,2.302,181.6,188.81,30.3989,-98.6105,,
2015-03-18,0.0,0.151,0.202,0.173,0.184,23.32,19.12,17.39,16.49,21.0,64.31,2.349,236.5,604.57,30.3989,-98.6105,,
2015-03-19,0.0,0.148,0.2,0.172,0.182,23.12,19.69,18.25,17.24,22.44,65.73,2.917,207.3,565.63,30.3989,-98.6105,,
2015-03-20,0.76,0.144,0.197,0.17,0.181,18.03,18.59,18.8,18.01,14.49,98.0,2.218,3.46,69.46,30.3989,-98.6105,,
2015-03-21,0.0,0.216,0.247,0.217,0.179,14.92,14.9,15.24,16.96,13.39,97.8,0.915,41.89,87.85,30.3989,-98.6105,,
2015-03-22,0.0,0.198,0.233,0.203,0.205,17.48,16.21,15.8,16.34,15.5,81.4,1.973,3.93,298.98,30.3989,-98.6105,,
2015-03-23,0.0,0.186,0.226,0.194,0.203,22.97,18.11,16.24,16.65,22.15,60.38,2.368,192.2,890.0,30.3989,-98.6105,,
2015-03-24,0.0,0.174,0.218,0.188,0.2,25.15,20.56,18.55,17.69,24.84,43.24,4.514,215.4,905.64,30.3989,-98.6105,,
2015-03-25,0.0,0.164,0.213,0.184,0.197,26.61,21.97,19.89,18.78,25.42,39.99,2.404,203.4,897.64,30.3989,-98.6105,,
2015-03-26,0.0,0.152,0.205,0.179,0.194,19.08,18.65,18.82,19.57,13.25,54.45,4.446,22.1,744.33,30.3989,-98.6105,,
2015-03-27,0.0,0.138,0.196,0.172,0.19,21.36,18.59,16.95,18.52,22.0,18.95,2.592,11.55,930.32,30.3989,-98.6105,,
2015-03-28,0.0,0.129,0.192,0.169,0.187,23.09,20.33,18.61,18.85,24.18,21.59,4.373,216.5,934.5,30.3989,-98.6105,,
2015-03-29,0.0,0.121,0.186,0.167,0.185,24.42,21.58,19.84,19.45,24.98,40.16,4.725,207.8,926.85,30.3989,-98.6105,,
2015-03-30,0.0,0.113,0.18,0.163,0.183,24.33,21.86,20.82,20.21,21.5,69.72,2.251,191.8,863.57,30.3989,-98.6105,,
2015-03-31,0.0,0.107,0.175,0.161,0.18,25.93,23.61,22.06,20.85,22.1,61.33,3.505,207.2,672.71,30.3989,-98.6105,,
2015-04-01,0.0,0.101,0.168,0.157,0.178,25.17,23.49,22.26,21.23,21.93,78.93,3.572,190.4,407.8,30.3989,-98.6105,,
2015-04-02,0.0,0.098,0.163,0.153,0.175,27.06,24.3,22.52,21.37,25.12,61.78,4.439,213.7,918.16,30.3989,-98.6105,,
2015-04-03,0.0,0.092,0.156,0.147,0.172,27.25,25.01,23.51,22.17,25.08,59.85,1.919,5.86,626.82,30.3989,-98.6105,,
2015-04-04,0.0,0.085,0.149,0.141,0.17,19.87,20.39,21.11,22.25,12.69,57.7,2.691,73.34,263.9,30.3989,-98.6105,,
2015-04-05,0.0,0.084,0.147,0.139,0.168,19.57,19.28,19.55,21.05,15.68,94.5,1.516,185.0,172.92,30.3989,-98.6105,,
2015-04-06,0.0,0.087,0.148,0.137,0.165,25.18,22.47,20.9,20.57,24.12,60.84,3.847,201.6,790.57,30.3989,-98.6105,,
2015-04-07,0.0,0.083,0.145,0.134,0.164,24.01,22.9,22.42,21.65,22.1,79.27,2.706,213.7,286.12,30.3989,-98.6105,,
2015-04-08,0.0,0.081,0.142,0.129,0.161,22.64,22.09,21.98,21.97,21.72,85.2,3.33,201.5,204.84,30.3989,-98.6105,,
2015-04-09,0.0,0.083,0.142,0.127,0.159,25.27,22.47,21.4,21.45,25.81,62.53,2.442,235.9,692.53,30.3989,-98.6105,,
2015-04-10,0.0,0.08,0.139,0.124,0.157,21.24,20.96,21.37,22.09,16.71,60.66,2.291,69.22,744.68,30.3989,-98.6105,,
2015-04-11,0.0,0.079,0.137,0.122,0.155,20.7,20.51,20.74,21.75,17.61,89.1,2.076,158.5,248.68,30.3989,-98.6105,,
2015-04-12,0.0,0.08,0.137,0.122,0.154,21.86,21.1,20.79,21.17,21.43,77.51,1.805,183.2,358.78,30.3989,-98.6105,,
2015-04-13,0.0,0.082,0.138,0.12,0.151,25.98,23.19,21.6,21.47,24.89,42.23,2.283,246.1,920.24,30.3989,-98.6105,,
2015-04-14,0.0,0.077,0.135,0.118,0.149,22.02,21.55,21.7,22.3,15.48,67.54,3.584,354.7,464.81,30.3989,-98.6105,,
2015-04-15,0.0,0.078,0.135,0.115,0.146,25.51,22.51,20.91,21.73,22.78,51.43,1.833,186.7,958.14,30.3989,-98.6105,,
2015-04-16,0.0,0.074,0.134,0.114,0.143,26.78,24.86,23.47,22.54,22.44,68.02,1.998,196.0,296.9,30.3989,-98.6105,,
2015-04-17,0.0,0.071,0.132,0.113,0.142,22.26,22.4,22.58,22.67,18.66,97.3,1.322,112.7,31.98,30.3989,-98.6105,,
2015-04-18,0.0,0.182,0.209,0.174,0.141,21.75,20.11,19.75,21.3,20.04,77.91,1.885,100.7,549.64,30.3989,-98.6105,,
2015-04-19,0.0,0.184,0.217,0.19,0.141,25.8,22.84,20.84,21.09,26.57,35.76,2.202,216.2,966.48,30.3989,-98.6105,,
2015-04-20,0.0,0.155,0.199,0.174,0.14,20.25,19.04,18.63,21.0,16.91,37.57,2.279,68.87,733.55,30.3989,-98.6105,,
2015-04-21,0.0,0.145,0.192,0.167,0.14,20.74,19.14,18.51,20.44,19.36,58.18,2.752,187.5,633.08,30.3989,-98.6105,,
2015-04-22,0.0,0.138,0.188,0.164,0.141,21.98,20.65,20.1,20.61,21.39,77.77,2.263,185.4,350.78,30.3989,-98.6105,,
2015-04-23,0.0,0.134,0.187,0.162,0.142,27.15,23.75,21.94,21.2,27.05,64.82,3.296,210.4,974.13,30.3989,-98.6105,,
2015-04-24,0.0,0.168,0.19,0.159,0.143,25.0,24.04,23.27,22.42,23.04,79.56,3.329,193.4,452.99,30.3989,-98.6105,,
2015-04-25,0.0,0.148,0.189,0.157,0.143,26.73,24.58,23.03,22.45,27.36,23.01,3.459,14.82,991.86,30.3989,-98.6105,,
2015-04-26,0.0,0.134,0.184,0.154,0.143,29.29,26.11,23.95,23.08,28.68,43.74,3.339,191.2,962.31,30.3989,-98.6105,,
2015-04-27,0.0,0.168,0.199,0.151,0.142,25.85,24.14,23.17,23.59,21.22,63.83,2.579,1.05,936.23,30.3989,-98.6105,,
2015-04-28,0.0,0.142,0.186,0.15,0.141,16.08,17.52,19.14,22.84,11.04,86.8,2.873,12.36,71.55,30.3989,-98.6105,,
2015-04-29,0.0,0.141,0.184,0.148,0.14,22.32,19.01,17.17,20.14,17.64,40.95,2.157,16.4,1007.85,30.3989,-98.6105,,
2015-04-30,0.0,0.132,0.182,0.148,0.14,26.31,22.32,19.84,20.72,22.43,35.87,1.199,185.3,1000.55,30.3989,-98.6105,,
2015-05-01,0.0,0.121,0.176,0.146,0.139,28.1,24.37,21.93,21.77,24.05,36.81,2.261,168.2,994.64,30.3989,-98.6105,,
2015-05-02,0.0,0.11,0.168,0.143,0.138,29.01,25.48,23.17,22.66,23.5,46.83,2.672,173.9,961.96,30.3989,-98.6105,,
2015-05-03,0.0,0.104,0.161,0.138,0.136,29.01,25.64,23.55,23.2,23.55,55.02,2.753,189.0,940.41,30.3989,-98.6105,,
2015-05-04,0.0,0.093,0.153,0.135,0.135,27.83,25.92,24.65,23.85,23.44,67.7,4.16,165.9,786.74,30.3989,-98.6105,,
2015-05-05,0.0,0.088,0.148,0.131,0.133,25.39,24.67,24.1,23.84,22.83,65.49,3.517,173.3,406.76,30.3989,-98.6105,,
2015-05-06,0.0,0.114,0.146,0.129,0.132,26.33,24.3,23.2,23.24,24.25,73.12,2.727,190.7,526.0,30.3989,-98.6105,,
2015-05-07,0.0,0.108,0.144,0.128,0.131,26.58,25.0,24.16,23.68,25.29,69.97,4.043,179.9,515.57,30.3989,-98.6105,,
2015-05-08,0.0,0.103,0.143,0.126,0.13,26.35,25.8,24.93,23.91,23.05,94.7,2.314,178.0,80.27,30.3989,-98.6105,,
2015-05-09,0.0,0.115,0.143,0.124,0.129,28.99,26.0,24.18,23.58,26.16,70.07,4.744,193.7,880.61,30.3989,-98.6105,,
2015-05-10,0.0,0.107,0.14,0.123,0.128,28.22,26.3,25.2,24.39,25.87,66.69,3.818,180.3,683.49,30.3989,-98.6105,,
2015-05-11,0.0,0.102,0.137,0.12,0.127,23.78,24.25,24.62,24.67,19.65,90.7,2.224,69.52,104.89,30.3989,-98.6105,,
2015-05-12,0.51,0.1,0.135,0.118,0.126,20.33,20.81,21.46,23.4,16.24,97.3,1.295,44.68,126.93,30.3989,-98.6105,,
2015-05-13,1.52,0.217,0.187,0.122,0.125,18.84,19.6,20.39,22.36,16.42,98.1,0.835,155.7,47.35,30.3989,-98.6105,,
2015-05-14,0.0,0.183,0.212,0.182,0.125,24.72,22.28,20.96,21.5,24.96,75.25,2.515,186.6,645.25,30.3989,-98.6105,,
2015-05-15,0.0,0.196,0.222,0.192,0.125,22.84,21.9,21.53,22.35,20.49,82.2,2.866,187.1,397.72,30.3989,-98.6105,,
2015-05-16,0.0,0.177,0.211,0.181,0.124,25.13,22.95,21.93,22.32,24.59,73.19,4.572,191.3,798.91,30.3989,-98.6105,,
2015-05-17,0.0,0.206,0.233,0.206,0.124,25.48,23.01,22.26,22.85,22.95,77.65,1.941,192.1,852.45,30.3989,-98.6105,,
2015-05-18,0.0,0.185,0.22,0.191,0.134,29.92,26.69,24.55,23.39,28.18,64.27,1.707,128.7,765.54,30.3989,-98.6105,,
2015-05-19,0.0,0.168,0.208,0.18,0.155,27.97,25.85,24.74,24.19,27.38,65.77,3.327,182.0,669.24,30.3989,-98.6105,,
2015-05-20,0.0,0.155,0.201,0.174,0.159,27.14,25.11,24.28,24.2,26.18,64.72,1.936,131.6,767.62,30.3989,-98.6105,,
2015-05-21,0.0,0.2,0.231,0.205,0.174,21.19,21.7,22.49,24.36,15.98,89.9,2.353,43.09,234.04,30.3989,-98.6105,,
2015-05-22,0.0,0.19,0.222,0.194,0.193,22.27,21.52,21.3,22.86,19.58,96.5,2.34,151.0,203.45,30.3989,-98.6105,,
2015-05-23,0.0,0.194,0.225,0.196,0.193,24.7,23.58,22.81,22.77,24.4,82.6,3.992,180.7,289.94,30.3989,-98.6105,,
2015-05-24,0.0,0.203,0.234,0.207,0.225,24.2,22.3,21.25,22.18,22.42,76.94,2.191,187.5,541.3,30.3989,-98.6105,,
2015-05-25,21.59,0.226,0.235,0.198,0.212,21.66,21.9,22.16,22.7,20.73,95.2,1.595,199.4,9.4,30.3989,-98.6105,,
2015-05-26,0.0,0.193,0.228,0.198,0.216,27.98,24.61,22.58,22.27,26.45,70.44,3.414,193.8,978.3,30.3989,-98.6105,,
2015-05-27,1.52,0.175,0.216,0.187,0.209,28.06,26.38,24.77,23.43,24.14,90.8,3.93,140.5,135.93,30.3989,-98.6105,,
2015-05-28,0.0,0.191,0.225,0.194,0.208,27.51,25.38,24.23,23.7,27.81,65.94,2.603,191.3,775.27,30.3989,-98.6105,,
2015-05-29,0.0,0.202,0.236,0.208,0.224,28.9,25.74,23.75,23.72,26.31,54.09,2.107,200.3,970.65,30.3989,-98.6105,,
2015-05-30,0.0,0.193,0.228,0.197,0.214,29.46,26.76,25.02,24.33,25.76,59.58,2.191,7.57,980.04,30.3989,-98.6105,,
2015-05-31,0.0,0.176,0.215,0.186,0.207,25.35,24.38,23.94,24.47,23.17,64.79,1.462,42.26,532.26,30.3989,-98.6105,,
2015-06-01,0.0,0.164,0.209,0.18,0.201,29.58,26.37,24.43,24.26,26.9,48.31,1.72,182.0,951.53,30.3989,-98.6105,,
2015-06-02,0.0,0.149,0.202,0.175,0.197,31.35,27.76,25.53,24.79,26.78,60.12,2.275,185.9,986.3,30.3989,-98.6105,,
2015-06-03,0.0,0.134,0.195,0.171,0.193,31.47,28.24,26.42,25.59,26.65,62.25,2.832,186.2,979.34,30.3989,-98.6105,,
2015-06-04,0.0,0.12,0.187,0.167,0.189,32.74,29.39,27.23,26.16,27.12,54.47,1.682,182.0,912.94,30.3989,-98.6105,,
2015-06-05,0.0,0.107,0.177,0.163,0.185,31.41,29.18,27.74,26.73,26.72,60.62,2.318,166.4,728.34,30.3989,-98.6105,,
2015-06-06,0.0,0.1,0.168,0.158,0.182,33.34,29.9,27.84,26.85,27.69,49.26,2.021,188.9,1002.29,30.3989,-98.6105,,
2015-06-07,0.0,0.094,0.159,0.153,0.178,33.53,30.07,28.08,27.24,27.04,52.1,2.145,184.7,1001.25,30.3989,-98.6105,,
2015-06-08,0.0,0.088,0.152,0.146,0.174,33.0,30.32,28.66,27.71,28.45,48.17,1.052,176.3,854.19,30.3989,-98.6105,,
2015-06-09,0.0,0.085,0.147,0.139,0.169,34.72,31.31,29.28,28.11,29.74,53.85,1.275,155.4,770.75,30.3989,-98.6105,,
2015-06-10,0.0,0.082,0.143,0.132,0.164,35.11,31.65,29.69,28.53,29.67,44.78,1.761,187.3,975.52,30.3989,-98.6105,,
2015-06-11,0.0,0.079,0.139,0.127,0.159,34.44,31.39,29.76,28.92,28.32,58.32,3.0,190.2,964.05,30.3989,-98.6105,,
2015-06-12,0.0,0.078,0.138,0.123,0.154,35.72,32.24,30.35,29.12,29.4,56.66,3.299,180.1,988.38,30.3989,-98.6105,,
2015-06-13,0.0,0.076,0.136,0.12,0.15,34.15,31.95,30.46,29.37,28.35,53.11,2.102,191.6,651.16,30.3989,-98.6105,,
2015-06-14,0.0,0.075,0.134,0.117,0.145,33.47,31.0,29.88,29.45,27.44,72.29,3.045,183.1,614.31,30.3989,-98.6105,,
2015-06-15,0.0,0.076,0.133,0.115,0.142,33.39,31.0,29.8,29.33,28.6,56.77,2.56,141.8,801.34,30.3989,-98.6105,,
2015-06-16,0.0,0.142,0.131,0.113,0.139,28.69,28.29,28.45,29.21,24.83,85.2,1.662,70.3,554.51,30.3989,-98.6105,,
2015-06-17,0.0,0.143,0.132,0.112,0.137,31.21,29.01,27.56,27.97,27.86,67.25,1.232,345.0,552.42,30.3989,-98.6105,,
2015-06-18,0.0,0.121,0.133,0.112,0.135,32.0,29.43,28.16,28.21,28.35,62.82,1.841,227.7,873.31,30.3989,-98.6105,,
2015-06-19,0.0,0.169,0.159,0.112,0.134,27.48,26.91,26.89,28.08,24.74,77.25,2.021,221.8,439.78,30.3989,-98.6105,,
2015-06-20,0.0,0.17,0.166,0.111,0.133,25.55,25.24,25.53,27.21,24.76,82.7,2.204,182.4,339.31,30.3989,-98.6105,,
2015-06-21,0.0,0.154,0.171,0.112,0.132,29.82,27.55,26.13,26.47,27.61,70.77,2.755,184.2,719.3,30.3989,-98.6105,,
2015-06-22,0.0,0.155,0.168,0.112,0.132,29.78,27.88,26.47,26.48,26.86,70.84,3.01,185.6,444.65,30.3989,-98.6105,,
2015-06-23,0.0,0.135,0.164,0.112,0.132,30.75,28.07,26.52,26.5,28.06,63.19,3.427,181.5,789.87,30.3989,-98.6105,,
2015-06-24,0.0,0.12,0.159,0.113,0.131,31.82,29.34,27.87,27.13,28.15,59.61,2.371,172.3,704.35,30.3989,-98.6105,,
2015-06-25,0.0,0.107,0.152,0.113,0.13,33.78,30.87,28.91,27.77,28.52,58.12,2.166,190.1,887.91,30.3989,-98.6105,,
2015-06-26,0.0,0.097,0.145,0.113,0.127,34.84,31.81,29.84,28.4,29.47,54.77,2.255,203.0,946.66,30.3989,-98.6105,,
2015-06-27,0.0,0.088,0.138,0.112,0.125,32.25,30.22,29.54,29.05,28.62,62.58,1.428,77.38,743.29,30.3989,-98.6105,,
2015-06-28,2.29,0.086,0.136,0.112,0.122,32.72,30.83,29.42,28.91,26.0,67.47,1.017,153.9,526.0,30.3989,-98.6105,,
2015-06-29,0.0,0.092,0.135,0.111,0.12,33.64,30.35,28.39,28.3,29.05,61.29,1.76,187.4,793.35,30.3989,-98.6105,,
2015-06-30,0.0,0.091,0.133,0.11,0.118,34.17,31.37,29.7,28.87,29.12,55.68,1.611,195.4,791.96,30.3989,-98.6105,,
