Date,Ppt,SWC_5,SWC_10,SWC_20,T_5,T_10,T_20,Tair,RH,Windspeed,Winddirection,Srad,Latitude,Longitude,SWC_50,T_50,Sat_SM_SMAP,Sat_SM_AMSR
2015-02-05,0.0,0.24,0.272,0.244,6.27,7.54,10.68,0.312,92.1,1.539,326.4,183.72,30.46,-98.9407,0.2614375151930055,16.643337393527247,,
2015-02-06,0.0,0.24,0.27,0.242,8.64,7.82,9.54,10.56,63.74,1.302,200.7,664.97,30.46,-98.9407,0.2644072955282688,16.139523933039357,,
2015-02-07,0.0,0.24,0.27,0.24,10.1,8.88,10.24,16.16,51.74,1.961,205.5,715.74,30.46,-98.9407,0.2653984449348208,16.590863743858733,,
2015-02-08,0.0,0.241,0.271,0.24,13.86,12.12,11.73,23.32,35.06,1.169,253.8,702.4,30.46,-98.9407,0.2647768249288766,15.830436634659634,,
2015-02-09,0.0,0.239,0.269,0.239,12.95,11.48,12.53,23.01,25.6,0.952,46.92,713.16,30.46,-98.9407,0.2695622728800764,18.641475632130152,,
2015-02-10,0.0,0.238,0.269,0.238,14.66,13.16,13.42,22.27,33.85,3.052,190.0,724.78,30.46,-98.9407,0.2705727316767046,17.907798803878052,,
2015-02-11,0.0,0.236,0.268,0.237,15.1,13.85,14.24,21.4,25.77,2.216,175.8,672.5,30.46,-98.9407,0.2675550047360637,18.666714524672045,,
2015-02-12,0.0,0.233,0.265,0.235,13.0,12.43,14.27,9.76,38.23,1.632,353.2,536.32,30.46,-98.9407,0.2616154193537987,19.9475101802272,,
2015-02-13,0.0,0.23,0.262,0.232,12.62,11.26,13.32,17.54,42.07,1.024,228.6,610.33,30.46,-98.9407,0.2584219502912965,20.35597353184573,,
2015-02-14,0.0,0.23,0.262,0.231,14.44,12.8,13.59,21.36,38.04,0.612,96.1,715.96,30.46,-98.9407,0.2556473081753942,19.285002545989983,,
2015-02-15,0.0,0.23,0.262,0.23,15.83,14.93,14.89,17.68,70.41,2.69,199.3,312.15,30.46,-98.9407,0.2574235751756148,17.59757174199052,,
2015-02-16,0.0,0.226,0.259,0.229,9.74,11.75,14.98,-0.673,85.4,2.706,327.7,201.36,30.46,-98.9407,0.2489241343717161,19.85676429834245,,
2015-02-17,0.0,0.223,0.256,0.225,7.9,8.71,12.4,3.048,62.69,1.562,321.5,300.32,30.46,-98.9407,0.2428342067631526,19.605763980484767,,
2015-02-18,0.0,0.223,0.255,0.223,9.77,8.38,11.3,14.46,25.94,1.929,190.7,774.9,30.46,-98.9407,0.2484054695132975,20.128168658856566,,
2015-02-19,0.0,0.224,0.255,0.222,11.96,10.49,12.03,15.67,43.19,3.599,187.7,773.61,30.46,-98.9407,0.2503755865723214,18.562875826330696,,
2015-02-20,0.0,0.225,0.256,0.222,15.32,13.75,13.41,17.46,64.46,4.632,189.7,801.58,30.46,-98.9407,0.2497226995619641,16.943597259777448,,
2015-02-21,0.0,0.225,0.257,0.222,17.14,15.95,14.89,16.1,67.5,1.523,326.0,284.62,30.46,-98.9407,0.2404946066288289,16.37245273754604,,
2015-02-22,0.0,0.222,0.254,0.221,14.04,14.25,15.2,10.55,97.5,0.526,39.73,93.0,30.46,-98.9407,0.2381788548023031,18.449770775004595,,
2015-02-23,0.0,0.216,0.25,0.217,5.0,7.24,12.39,-3.544,98.8,1.317,351.2,98.4,30.46,-98.9407,0.2246404597151468,20.25986487169422,,
2015-02-24,0.0,0.215,0.248,0.215,3.28,4.74,9.51,-2.48,99.1,0.444,337.7,177.48,30.46,-98.9407,0.2181304874195078,18.057166709184457,,
2015-02-25,0.0,0.218,0.249,0.213,7.81,6.47,8.8,9.26,47.91,2.191,310.0,808.03,30.46,-98.9407,0.2267627952760165,16.974689247878814,,
2015-02-26,0.0,0.22,0.25,0.213,8.2,7.95,10.06,3.981,85.1,1.893,35.14,145.73,30.46,-98.9407,0.2296347553158888,16.05209773322838,,
2015-02-27,0.0,0.218,0.249,0.212,3.97,5.03,8.76,-1.453,84.7,0.662,53.99,112.04,30.46,-98.9407,0.2192931614981077,16.374883299070973,,
2015-02-28,0.0,0.217,0.248,0.211,2.46,3.67,7.47,-2.252,99.3,0.29,20.34,101.52,30.46,-98.9407,0.2135358134489671,15.264081478373669,,
2015-03-01,1.52,0.241,0.251,0.21,4.75,4.54,6.95,2.02,100.0,0.491,18.29,159.8,30.46,-98.9407,0.2312502658862669,14.118632289420075,,
2015-03-02,0.0,0.262,0.264,0.21,5.17,5.33,7.54,2.395,100.0,0.706,337.6,141.15,30.46,-98.9407,0.2327861903621446,13.870088590420949,,
2015-03-03,0.0,0.265,0.278,0.211,10.5,8.4,8.08,14.12,95.3,2.503,194.9,343.99,30.46,-98.9407,0.2229308054858094,12.684502015121891,,
2015-03-04,0.25,0.263,0.28,0.214,13.54,12.61,11.1,14.85,100.0,0.288,327.6,144.78,30.46,-98.9407,0.2123810603955682,12.496869620388566,,
2015-03-05,5.59,0.284,0.31,0.285,5.46,5.59,9.14,-0.45,86.1,0.0,0.0,749.3,30.46,-98.9407,0.2965539045349175,18.220762947830337,,
2015-03-06,0.0,0.262,0.293,0.27,4.43,4.55,8.31,7.841,36.82,0.982,115.4,865.47,30.46,-98.9407,0.2989813666506151,17.727093209638667,,
2015-03-07,0.0,0.257,0.289,0.264,9.56,8.13,9.1,13.31,29.36,1.159,151.4,766.73,30.46,-98.9407,0.2936219240774278,15.365261447728985,,
2015-03-08,0.0,0.253,0.286,0.259,10.58,10.08,10.47,11.3,93.0,3.312,183.3,236.86,30.46,-98.9407,0.2875244057587665,13.749272828862727,,
2015-03-09,0.25,0.295,0.32,0.296,11.41,11.07,11.09,10.05,100.0,0.17,326.4,71.81,30.46,-98.9407,0.330775330517131,13.581353996458574,,
2015-03-10,0.0,0.279,0.307,0.288,11.75,11.23,11.33,11.32,84.8,1.366,332.0,230.41,30.46,-98.9407,0.3272145717365475,14.114172149995568,,
2015-03-11,0.0,0.271,0.299,0.28,10.81,10.47,11.29,10.69,85.0,1.22,11.0,167.18,30.46,-98.9407,0.3222940898140116,15.171746488016709,,
2015-03-12,0.0,0.267,0.295,0.275,12.84,10.53,10.96,16.5,64.63,1.342,332.8,854.28,30.46,-98.9407,0.3136404236880494,16.680969007317003,,
2015-03-13,0.0,0.258,0.29,0.271,14.62,12.32,12.17,19.62,48.29,1.185,327.3,651.42,30.46,-98.9407,0.3090398066381503,16.623657020909377,,
2015-03-14,0.0,0.253,0.287,0.267,16.03,13.75,13.16,20.06,42.23,1.559,356.3,845.68,30.46,-98.9407,0.3014465932698229,17.06657574191786,,
2015-03-15,0.0,0.248,0.283,0.263,14.75,13.24,13.68,16.87,54.92,1.486,338.9,702.19,30.46,-98.9407,0.2950750860984641,18.202063791774663,,
2015-03-16,0.0,0.248,0.282,0.26,16.92,14.78,14.28,21.5,48.32,0.663,124.2,405.95,30.46,-98.9407,0.296673467944565,17.704414069923473,,
2015-03-17,0.0,0.247,0.281,0.257,17.31,16.45,15.5,18.55,87.0,1.259,176.7,153.07,30.46,-98.9407,0.2875227494711119,16.53938876531282,,
2015-03-18,0.0,0.246,0.279,0.255,18.0,16.75,15.76,19.61,69.18,0.48,305.6,426.82,30.46,-98.9407,0.2831971080715334,17.469696942741052,,
2015-03-19,0.0,0.245,0.278,0.252,18.86,17.35,16.32,23.84,60.05,2.029,197.4,418.64,30.46,-98.9407,0.2873394447935702,18.03891112758197,,
2015-03-20,0.25,0.243,0.277,0.25,17.65,17.93,17.51,13.39,100.0,1.302,327.4,50.06,30.46,-98.9407,0.2735516705712726,17.905556203425476,,
2015-03-21,0.0,0.294,0.321,0.314,14.42,14.61,15.79,13.28,100.0,0.262,325.5,152.61,30.46,-98.9407,0.3689456584540487,18.83556206654248,,
2015-03-22,0.0,0.281,0.309,0.296,16.07,15.43,15.52,15.95,78.73,0.928,317.0,266.76,30.46,-98.9407,0.3465307209519821,17.884538224051198,,
2015-03-23,0.0,0.27,0.3,0.285,18.5,16.27,15.9,24.29,54.24,2.018,178.3,882.47,30.46,-98.9407,0.3372187233237511,19.76805187033364,,
2015-03-24,0.0,0.26,0.294,0.278,20.08,18.05,17.2,26.09,41.35,3.387,199.5,896.02,30.46,-98.9407,0.3292668849421858,19.9177816082111,,
2015-03-25,0.0,0.254,0.289,0.273,21.15,18.84,18.18,27.21,35.94,1.221,222.3,888.06,30.46,-98.9407,0.3183235340048114,21.513306433328125,,
2015-03-26,0.0,0.247,0.284,0.267,16.92,17.0,18.53,14.08,53.25,2.9,341.6,810.18,30.46,-98.9407,0.3060466735701546,22.709819505052792,,
2015-03-27,0.0,0.244,0.279,0.262,17.6,15.13,16.57,22.96,19.34,1.364,302.5,920.11,30.46,-98.9407,0.307137755056921,23.35237430738158,,
2015-03-28,0.0,0.242,0.277,0.258,19.84,17.28,17.34,25.88,20.25,2.985,200.3,925.06,30.46,-98.9407,0.3065571979369643,21.98212028747781,,
2015-03-29,0.0,0.239,0.274,0.255,21.0,18.56,18.24,26.17,38.01,3.876,188.2,922.27,30.46,-98.9407,0.30435061965726,21.961801827285456,,
2015-03-30,0.0,0.237,0.272,0.252,21.53,20.0,19.3,23.11,60.56,1.806,178.9,868.05,30.46,-98.9407,0.289145435165846,21.745963886827724,,
2015-03-31,0.0,0.235,0.27,0.249,22.85,21.07,20.18,23.07,56.77,2.743,197.5,681.96,30.46,-98.9407,0.2918136085440963,22.034124836806825,,
2015-04-01,0.0,0.232,0.267,0.246,22.7,21.23,20.39,23.1,71.55,3.247,180.2,485.98,30.46,-98.9407,0.2896580326771136,21.67489905124603,,
2015-04-02,0.0,0.23,0.265,0.243,24.21,21.76,20.6,27.33,50.24,3.135,196.3,906.78,30.46,-98.9407,0.2864039648592893,22.85322260310494,,
2015-04-03,0.0,0.227,0.262,0.24,25.4,23.06,21.65,26.41,56.77,1.384,347.5,641.74,30.46,-98.9407,0.2779443728227733,22.99527345302096,,
2015-04-04,0.0,0.22,0.257,0.237,19.16,19.68,21.34,13.21,58.73,0.922,47.38,240.09,30.46,-98.9407,0.2733161597585933,24.65558879401152,,
2015-04-05,0.0,0.219,0.256,0.233,18.3,18.41,19.74,15.88,91.6,1.406,163.4,173.18,30.46,-98.9407,0.262306956114589,22.814375641086485,,
2015-04-06,0.0,0.22,0.255,0.231,21.86,20.4,19.65,25.0,58.39,3.35,192.2,840.73,30.46,-98.9407,0.2668612132106602,21.76760548257772,,
2015-04-07,0.0,0.218,0.253,0.229,22.33,21.8,21.23,22.98,75.33,2.15,188.0,379.06,30.46,-98.9407,0.2625233806918494,22.09488475959904,,
2015-04-08,0.0,0.215,0.25,0.227,21.7,21.45,21.43,21.93,82.6,2.698,191.5,217.07,30.46,-98.9407,0.2635256954295251,22.51757452262308,,
2015-04-09,0.0,0.214,0.248,0.224,22.58,21.28,20.63,25.34,60.83,1.315,211.2,542.99,30.46,-98.9407,0.2566178293963332,22.436102914353512,,
2015-04-10,0.0,0.209,0.245,0.222,20.31,20.09,21.18,18.45,56.21,1.156,45.48,787.59,30.46,-98.9407,0.2517854157085821,25.120891720490988,,
2015-04-11,0.0,0.206,0.242,0.22,20.2,19.99,20.69,18.97,81.6,1.944,153.0,374.33,30.46,-98.9407,0.2512894001354375,23.247922487670337,,
2015-04-12,0.0,0.206,0.242,0.218,21.32,20.76,20.47,22.26,71.04,2.191,168.6,279.89,30.46,-98.9407,0.2495886390099606,21.75524846365789,,
2015-04-13,0.0,0.203,0.239,0.216,23.24,21.39,20.81,26.01,44.09,0.724,276.2,846.11,30.46,-98.9407,0.2439993167362537,23.63104857433558,,
2015-04-14,0.0,0.197,0.235,0.214,20.37,20.25,21.53,15.58,64.86,1.736,310.4,479.31,30.46,-98.9407,0.2424758086142979,24.84171969179482,,
2015-04-15,0.0,0.194,0.231,0.211,21.94,19.9,20.22,24.94,43.14,1.228,192.4,941.84,30.46,-98.9407,0.2421428067955133,24.70145882810681,,
2015-04-16,0.0,0.19,0.229,0.209,23.71,22.7,21.78,22.26,72.09,2.146,175.2,172.53,30.46,-98.9407,0.2415083912880291,22.09889752082705,,
2015-04-17,0.0,0.187,0.226,0.207,21.21,21.32,21.59,18.95,97.9,0.107,132.0,36.38,30.46,-98.9407,0.229821568030367,22.81576455369992,,
2015-04-18,0.0,0.268,0.294,0.216,20.24,19.23,19.76,21.3,75.27,0.731,61.35,129.44,30.46,-98.9407,0.2200968806410586,23.3134346049016,,
2015-04-19,0.0,0.285,0.317,0.291,22.42,20.42,19.72,26.64,34.99,1.047,288.4,954.1,30.46,-98.9407,0.3351381376004205,22.70807580946212,,
2015-04-20,0.0,0.258,0.295,0.276,17.98,17.55,19.64,17.56,39.84,0.93,55.3,658.3,30.46,-98.9407,0.3198901275892076,25.164145502839403,,
2015-04-21,0.0,0.249,0.287,0.267,18.22,17.27,18.67,20.96,58.46,2.591,180.8,557.83,30.46,-98.9407,0.3095019215888683,23.245064268218076,,
2015-04-22,0.0,0.247,0.284,0.261,20.4,19.6,19.46,22.06,74.39,2.239,178.2,433.27,30.46,-98.9407,0.2979458805309107,21.416250412735167,,
2015-04-23,0.0,0.245,0.281,0.257,23.59,21.84,20.43,28.1,59.1,2.117,196.4,894.3,30.46,-98.9407,0.2930382801986795,21.88943152339812,,
2015-04-24,0.0,0.267,0.282,0.253,23.27,22.38,21.58,22.89,86.4,2.811,176.2,262.24,30.46,-98.9407,0.3147063571123887,22.15084451361037,,
2015-04-25,0.0,0.256,0.284,0.252,23.11,21.72,21.29,28.2,22.21,1.468,304.9,976.91,30.46,-98.9407,0.2920607527220653,24.141617423357616,,
2015-04-26,0.0,0.245,0.278,0.249,24.71,22.89,21.8,30.11,31.91,3.431,185.9,961.85,30.46,-98.9407,0.2929236064723106,23.700711361882327,,
2015-04-27,0.0,0.279,0.299,0.249,23.24,22.05,22.09,22.11,58.22,1.165,317.7,919.9,30.46,-98.9407,0.281741488333548,25.410289733914,,
2015-04-28,0.0,0.252,0.287,0.249,16.32,17.68,21.09,10.73,87.4,2.055,326.9,83.06,30.46,-98.9407,0.274955321566523,25.875442983926632,,
2015-04-29,0.0,0.251,0.282,0.245,17.29,15.72,17.73,18.45,36.66,1.381,335.3,999.71,30.46,-98.9407,0.2736132872509564,24.780406170275057,,
2015-04-30,0.0,0.245,0.278,0.243,20.08,18.01,18.63,24.16,27.46,0.544,261.3,982.72,30.46,-98.9407,0.2706534295890961,24.052915337609026,,
2015-05-01,0.0,0.238,0.272,0.24,22.58,20.43,20.08,25.49,33.78,1.734,168.6,981.0,30.46,-98.9407,0.2732119874950705,23.8192927742154,,
2015-05-02,0.0,0.232,0.266,0.237,23.67,21.72,21.26,25.01,38.61,2.276,169.3,996.92,30.46,-98.9407,0.2736259188098913,24.43800683699891,,
2015-05-03,0.0,0.226,0.261,0.233,24.07,22.29,21.83,24.22,51.02,2.184,188.9,880.75,30.46,-98.9407,0.2678626777501378,24.5770013219302,,
2015-05-04,0.0,0.221,0.256,0.23,24.86,23.5,22.63,23.35,67.69,3.663,152.0,824.38,30.46,-98.9407,0.2686315165659074,24.042312658690093,,
2015-05-05,0.0,0.217,0.252,0.226,23.05,22.57,22.53,23.78,60.29,4.133,163.0,261.17,30.46,-98.9407,0.2695809297946638,23.62539925589772,,
2015-05-06,0.0,0.216,0.25,0.224,23.69,22.75,22.06,25.07,67.12,3.052,175.0,498.89,30.46,-98.9407,0.2616445392933428,23.088025323185605,,
2015-05-07,0.0,0.212,0.246,0.221,24.4,23.44,22.97,26.46,67.42,3.612,164.3,701.97,30.46,-98.9407,0.2604217279772527,24.45268512970722,,
2015-05-08,0.0,0.209,0.244,0.219,24.8,24.25,23.35,23.31,93.7,2.241,169.2,112.26,30.46,-98.9407,0.2537219280228129,23.033454211137386,,
2015-05-09,0.0,0.228,0.248,0.217,24.98,23.81,22.88,26.9,67.93,4.601,182.6,910.65,30.46,-98.9407,0.2686466579684747,24.16084843091357,,
2015-05-10,0.0,0.221,0.247,0.216,24.32,23.53,23.24,27.1,59.75,3.998,168.9,809.97,30.46,-98.9407,0.2606375424061049,25.0565001997644,,
2015-05-11,0.0,0.223,0.248,0.215,22.67,22.89,23.33,19.16,93.3,1.156,37.5,95.2,30.46,-98.9407,0.2526716833432694,24.71574825524556,,
2015-05-12,0.76,0.229,0.25,0.217,19.87,20.07,21.52,16.25,98.1,0.913,21.51,155.91,30.46,-98.9407,0.2544595335882711,24.80090538033636,,
2015-05-13,1.52,0.328,0.35,0.326,18.32,19.05,20.64,16.26,99.8,0.804,135.8,70.97,30.46,-98.9407,0.382190026896815,23.413893840914,,
2015-05-14,0.0,0.284,0.314,0.299,22.23,20.81,20.19,25.58,71.48,1.735,182.7,420.58,30.46,-98.9407,0.3583371533573078,21.763185188530883,,
2015-05-15,0.0,0.295,0.323,0.304,21.41,20.93,21.3,21.44,74.12,4.123,166.1,502.76,30.46,-98.9407,0.3702459026294278,23.31965632233056,,
2015-05-16,0.0,0.27,0.303,0.289,22.81,21.81,21.5,25.52,68.0,4.603,177.9,233.63,30.46,-98.9407,0.3560049350153988,22.40320363805193,,
2015-05-17,0.0,0.298,0.327,0.327,23.43,22.03,22.03,24.57,76.89,1.568,180.0,252.78,30.46,-98.9407,0.40756865439117,23.802939966986344,,
2015-05-18,0.0,0.275,0.309,0.302,25.73,24.42,22.92,28.65,55.89,0.49,131.2,692.51,30.46,-98.9407,0.3606456126589847,23.29242033025088,,
2015-05-19,0.0,0.262,0.298,0.291,26.03,24.69,23.6,28.06,62.55,3.535,169.3,622.59,30.46,-98.9407,0.3562785173084322,23.984486302329856,,
2015-05-20,0.0,0.253,0.291,0.282,24.8,23.75,23.42,27.4,56.36,1.187,134.5,387.45,30.46,-98.9407,0.337581804410167,24.72633668865177,,
2015-05-21,0.0,0.295,0.325,0.323,20.84,21.37,23.36,15.29,93.9,1.782,22.6,201.58,30.46,-98.9407,0.3994399375488697,26.355587259153825,,
2015-05-22,0.0,0.284,0.315,0.306,21.94,21.17,21.63,20.89,88.7,2.298,146.5,344.64,30.46,-98.9407,0.3722603153657644,23.79623530888188,,
2015-05-23,0.0,0.28,0.31,0.297,23.29,22.72,22.42,25.33,79.97,4.602,167.8,500.61,30.46,-98.9407,0.3656510074014534,23.247275058092896,,
2015-05-24,0.0,0.297,0.327,0.327,21.47,20.74,21.13,22.3,76.92,1.687,175.7,275.15,30.46,-98.9407,0.4034375307832754,23.098769826605977,,
2015-05-25,26.42,0.349,0.361,0.361,20.64,21.31,22.07,19.57,97.4,2.49,162.8,56.73,30.46,-98.9407,0.3719495887407866,23.932812273108084,,
2015-05-26,0.0,0.288,0.319,0.317,24.75,23.02,21.74,28.13,61.67,3.344,185.6,959.48,30.46,-98.9407,0.3909780893235393,22.84542001702323,,
2015-05-27,0.0,0.269,0.305,0.301,26.18,24.74,23.2,28.11,79.02,2.222,156.4,510.51,30.46,-98.9407,0.3646068999357368,22.96688310874941,,
2015-05-28,0.0,0.26,0.297,0.291,25.43,24.34,23.31,28.22,62.62,2.663,173.5,604.3,30.46,-98.9407,0.3518772276153861,23.694870500099285,,
2015-05-29,0.0,0.295,0.327,0.329,24.99,23.11,22.76,27.42,49.5,1.631,178.0,953.03,30.46,-98.9407,0.4063688450314302,25.37654224497936,,
2015-05-30,0.0,0.296,0.325,0.318,25.9,24.26,23.52,26.02,64.45,1.322,326.4,935.39,30.46,-98.9407,0.3857097787823171,25.25218994944936,,
2015-05-31,0.0,0.275,0.309,0.3,23.96,23.13,23.14,23.71,64.01,0.905,8.73,509.21,30.46,-98.9407,0.3615858296305738,25.08054968204516,,
2015-06-01,0.0,0.263,0.299,0.29,25.62,23.69,23.04,28.28,46.05,1.353,169.6,982.72,30.46,-98.9407,0.3469460095046486,25.469609345124013,,
2015-06-02,0.0,0.255,0.292,0.282,26.67,24.69,23.7,28.18,52.0,2.169,182.1,974.97,30.46,-98.9407,0.3380559669991427,25.458297033618635,,
2015-06-03,0.0,0.248,0.285,0.275,26.63,25.32,24.57,27.63,55.99,2.198,194.3,851.27,30.46,-98.9407,0.3296350457320649,25.850773774567017,,
2015-06-04,0.0,0.233,0.277,0.267,27.36,25.88,25.05,28.71,51.12,1.704,163.4,948.73,30.46,-98.9407,0.3114463801663163,26.50795828445183,,
2015-06-05,0.0,0.231,0.275,0.262,28.11,26.64,25.68,27.74,50.58,2.107,161.9,754.89,30.46,-98.9407,0.3073385456258393,26.55087434356261,,
2015-06-06,0.0,0.228,0.271,0.255,29.33,27.31,25.89,29.14,43.04,2.02,171.0,962.06,30.46,-98.9407,0.2980569160097523,26.8606317463142,,
2015-06-07,0.0,0.223,0.266,0.25,29.67,27.58,26.31,28.69,46.56,1.766,179.0,981.86,30.46,-98.9407,0.2917309099661231,27.54635081143817,,
2015-06-08,0.0,0.218,0.261,0.246,30.46,28.39,26.82,29.74,52.34,0.474,228.7,675.51,30.46,-98.9407,0.2855152015960414,27.177245301732057,,
2015-06-09,0.0,0.213,0.256,0.241,31.23,28.89,27.1,31.36,43.58,0.889,161.9,770.81,30.46,-98.9407,0.2828211159035625,27.481064000075207,,
2015-06-10,0.0,0.205,0.249,0.237,31.55,29.43,27.7,31.37,44.9,1.274,176.5,946.15,30.46,-98.9407,0.2783516952471245,28.09035436067626,,
2015-06-11,0.0,0.196,0.242,0.232,30.9,29.17,28.01,29.46,51.29,3.201,177.2,977.55,30.46,-98.9407,0.27658115188866,28.661093551085344,,
2015-06-12,0.0,0.187,0.235,0.227,30.84,29.21,28.17,30.32,48.04,3.125,172.5,926.35,30.46,-98.9407,0.2704485161008563,28.82647614736362,,
2015-06-13,0.0,0.18,0.228,0.221,31.18,29.75,28.4,30.4,50.85,1.66,172.6,539.12,30.46,-98.9407,0.2619634990380177,28.00901708063077,,
